Polarity,Time(min),mz,Area,Identification,mz Identification,MS/MS Sampled,Identified Lipid Feature,Redundant ID
-,10.516,924.53949,109956.0652,,,false,false,,
-,10.517,652.54712,39234.27059,,,false,false,,
-,10.517,804.51416,30153.32956,,,false,false,,
-,10.519,1002.52063,54955.18078,,,false,false,,
-,10.519,1547.11584,34278.68757,,,false,false,,
-,10.52,650.57397,1263700.075,Cer[NS] d38:2,,true,true,false,
-,10.52,908.56256,381568.8185,,,true,false,,
-,10.52,744.18829,89566.23703,,,false,false,,
+,10.52,756.63483,128977.5373,,,false,false,,
+,10.52,738.62787,76484.74273,,,false,false,,
+,10.52,480.30872,61819.48994,,,false,false,,
-,10.521,914.60468,29790.24243,,,false,false,,
-,10.522,590.55249,545044.5431,Cer[NS] d18:2_20:0,,true,true,true,
-,10.522,984.54895,205651.6989,,,false,false,,
+,10.522,574.55646,324160.7237,Cer[NS] d38:2,,false,false,true,
+,10.522,806.50793,41435.22846,,,false,false,,
-,10.524,814.64282,153457.3078,,,false,false,,
-,10.524,802.51862,142723.0887,,,false,false,,
-,10.525,1066.5481,34692.39466,,,false,false,,
+,10.526,592.56635,153660.2824,,,false,false,,
+,10.526,808.66705,124660.2619,,,false,false,,
+,10.526,702.54376,80984.0386,,,false,false,,
-,10.53,829.52563,37150.49262,,,false,false,,
-,10.53,1546.10754,36291.83436,,,false,false,,
-,10.531,990.56445,51044.79921,,,false,false,,
+,10.531,866.66315,2473352.997,PC 42:4,,true,true,false,
+,10.531,630.52344,50152.09788,,,false,false,,
-,10.532,802.57678,785241.7462,Plasmenyl-PE P-20:0_22:6,,true,true,false,
+,10.532,824.65338,4032351.911,Plasmanyl-PC O-18:0_22:4,,true,true,false,
+,10.532,650.62,198553.0365,,,false,false,,
-,10.534,750.54651,86630.52307,,,false,false,,
-,10.534,1335.85266,105072.3653,,,false,false,,
+,10.534,882.70667,279518.4025,,,false,false,,
-,10.535,1003.52686,19371.10373,,,false,false,,
-,10.54,867.67792,71121.15155,,,false,false,,
+,10.54,674.57227,41386.21089,,,false,false,,
-,10.541,966.62848,22373.03383,,,false,false,,
+,10.542,614.54846,100711.5906,,,false,false,,
-,10.544,864.66406,96469.07074,,,false,false,,
-,10.544,703.55389,226900.4184,,,false,false,,
+,10.544,886.6123,43952.11493,,,false,false,,
+,10.545,645.5462,85865.43222,,,false,false,,
-,10.547,1524.13879,131290.1592,,,false,false,,
-,10.547,689.53754,88807.23111,,,false,false,,
+,10.547,424.48758,481627.8758,,,false,false,,
+,10.548,870.63208,204815.0921,,,false,false,,
-,10.549,882.66113,805004.6973,Plasmanyl-PC O-18:0_22:4,,true,true,true,
-,10.549,866.67395,184634.6034,,,false,false,,
+,10.549,662.57275,463077.0806,,,false,false,,
+,10.549,644.56177,95281.70267,,,false,false,,
+,10.549,831.65002,78927.69363,,,false,false,,
+,10.551,641.51208,71119.45177,,,false,false,,
-,10.552,1105.74658,20020.16749,,,false,false,,
+,10.553,846.63458,165119.3507,,,false,false,,
+,10.553,648.55627,107090.9746,,,false,false,,
+,10.555,830.6438,143618.7911,,,false,false,,
+,10.558,854.67523,63238.0235,,,false,false,,
+,10.558,1150.32666,34427.36062,,,false,false,,
-,10.559,964.66473,56842.25113,,,false,false,,
+,10.559,683.50146,190972.0877,,,false,false,,
+,10.56,363.28925,41563.01878,,,false,false,,
-,10.561,1551.15393,25915.50304,,,false,false,,
+,10.561,653.51202,54118.0362,,,false,false,,
-,10.562,702.54633,152507.8187,,,false,false,,
-,10.562,223.02789,148527.3853,,,false,false,,
-,10.562,679.50928,12712.81076,,,false,false,,
+,10.563,1151.78577,41748.90888,,,false,false,,
+,10.563,966.31915,25599.3892,,,false,false,,
-,10.564,1208.78967,57976.18847,,,false,false,,
+,10.564,646.54974,89561.4078,,,false,false,,
+,10.565,669.48566,53333.07601,,,false,false,,
+,10.565,646.61395,21850.82404,,,false,false,,
+,10.566,667.52777,153933.7077,,,false,false,,
+,10.566,942.69495,93660.67671,,,false,false,,
+,10.566,504.30838,52667.66656,,,false,false,,
+,10.567,1146.3269,202825.8413,,,false,false,,
+,10.567,742.57501,116748.9745,,,false,false,,
+,10.568,1187.354,134966.309,,,false,false,,
+,10.568,653.55017,41901.31591,,,false,false,,
-,10.569,1148.76904,87370.08638,,,false,false,,
-,10.569,1149.77344,51064.63166,,,false,false,,
+,10.569,943.6983,58569.82143,,,false,false,,
+,10.57,1150.78333,91659.69776,,,false,false,,
+,10.57,389.30508,57268.30677,,,false,false,,
+,10.57,837.50909,14897.53957,,,false,false,,
+,10.571,702.65161,192530.695,,,false,false,,
+,10.571,649.51709,48663.6233,,,false,false,,
-,10.572,922.6546,791880.7208,,,false,false,,
+,10.572,990.74457,14335.76927,,,false,false,,
+,10.573,627.53479,162672.0499,,,false,false,,
+,10.573,665.49091,45486.0664,,,false,false,,
-,10.574,754.57751,644219.0423,Plasmanyl-PE O-16:0_22:3,,false,false,false,
+,10.574,756.59125,852821.7668,,,true,false,,
-,10.575,642.58429,216005.1404,,,false,false,,
-,10.578,702.60571,616007.8357,,,true,false,,
-,10.578,680.56,33739.82483,,,false,false,,
-,10.579,836.5816,44237.30121,,,false,false,,
-,10.58,904.48663,7344.451132,,,false,false,,
+,10.58,840.58838,159174.2536,,,false,false,,
+,10.581,626.5874,112314.5755,,,false,false,,
-,10.582,954.53473,39594.20246,,,false,false,,
+,10.582,824.56067,88420.25011,,,false,false,,
+,10.582,670.57837,18014.89715,,,false,false,,
-,10.583,940.62164,21260.29166,,,false,false,,
+,10.583,385.27399,20419.83043,,,false,false,,
-,10.584,1018.57037,52081.77499,,,false,false,,
+,10.584,761.65656,140722.8912,,,false,false,,
+,10.584,596.63373,41843.59616,,,false,false,,
+,10.584,900.53949,30671.27443,,,false,false,,
+,10.584,512.31354,27720.89995,,,false,false,,
-,10.585,878.50818,49953.32443,,,false,false,,
-,10.585,1000.70349,19365.76558,,,false,false,,
+,10.585,282.27905,37261.51964,,,false,false,,
-,10.586,778.57776,7160445.183,Plasmanyl-PE O-18:1_22:4,,true,true,false,
-,10.586,1034.54395,13056.35029,,,false,false,,
+,10.586,639.57159,120298.2531,,,false,false,,
+,10.587,780.59131,8004635.825,PE O-40:4,,true,false,false,
-,10.588,1032.55383,7377.746837,,,false,false,,
+,10.588,878.55957,14499.66344,,,false,false,,
+,10.588,666.5799,94503.51727,,,false,false,,
-,10.589,860.58136,634407.6057,,,true,false,,
-,10.589,876.55365,100669.6243,,,false,false,,
-,10.589,1100.57544,15971.56712,,,false,false,,
+,10.589,778.57452,6568092.626,,,false,false,,
+,10.589,802.5733,1066795.634,,,true,false,,
+,10.589,800.55701,20914.19473,,,false,false,,
-,10.59,936.56696,135098.4884,,,false,false,,
+,10.59,818.54254,221678.5321,,,false,false,,
+,10.59,692.56042,23970.96784,,,false,false,,
-,10.591,942.58264,127693.2552,,,false,false,,
-,10.591,1024.58545,30063.55565,,,false,false,,
-,10.591,1119.76636,17936.23242,,,false,false,,
+,10.593,682.55414,35284.40522,,,false,false,,
-,10.594,678.56268,68227.71719,,,false,false,,
-,10.594,960.54431,12241.19005,,,false,false,,
+,10.594,780.18109,12627.29282,,,false,false,,
-,10.595,1309.83655,46774.94979,,,false,false,,
-,10.595,958.5564,27707.9641,,,false,false,,
+,10.597,356.3884,78851.55871,,,false,false,,
-,10.598,894.56488,15481.38714,,,false,false,,
+,10.598,764.6416,29880.80642,,,false,false,,
-,10.599,880.59863,9862.646244,,,false,false,,
+,10.599,838.64325,336130.7178,,,false,false,,
+,10.599,782.64984,59273.4457,,,false,false,,
-,10.6,741.56793,20874.51435,,,false,false,,
-,10.602,840.65875,121171.1127,,,false,false,,
+,10.602,675.53229,7708.792646,,,false,false,,
-,10.603,1151.77405,19444.87047,,,false,false,,
+,10.603,870.55969,35090.03159,,,false,false,,
-,10.605,808.58734,195992.6241,PE 19:0_22:4,,false,false,false,
-,10.605,878.59161,105603.3536,,,false,false,,
-,10.605,879.59436,45823.98107,,,false,false,,
-,10.606,780.63525,36759.35266,,,false,false,,
-,10.607,816.61548,29515.95118,,,false,false,,
-,10.607,854.54547,10884.59757,,,false,false,,
+,10.607,657.58209,48973.46789,,,false,false,,
-,10.609,928.56299,113870.9906,,,false,false,,
+,10.609,522.3559,61683.7227,,,false,false,,
+,10.61,564.53503,38972.54352,,,false,false,,
+,10.611,438.43109,44055.4832,,,false,false,,
-,10.612,1010.56506,37547.12409,,,false,false,,
-,10.614,940.565,12464.27083,,,false,false,,
-,10.615,810.52734,218450.2161,,,false,false,,
-,10.615,1026.71667,18815.45125,,,false,false,,
-,10.616,852.57581,676300.6335,,,true,false,,
+,10.616,856.69287,60672.37832,,,false,false,,
-,10.619,868.54901,99182.34448,,,false,false,,
-,10.619,950.55444,22547.73835,,,false,false,,
-,10.619,710.66962,11221.80681,,,false,false,,
+,10.62,482.52979,276504.1834,,,false,false,,
-,10.622,946.53033,30837.48585,,,false,false,,
+,10.623,724.5282,17256.39573,,,false,false,,
-,10.624,934.57959,90145.9485,,,false,false,,
+,10.624,496.47247,8765.907493,,,false,false,,
+,10.625,822.63708,634932.3012,Plasmanyl-PC O-40:5,,true,true,false,
+,10.626,1147.75366,39764.98451,,,false,false,,
+,10.627,718.57538,186660.8301,,,false,false,,
+,10.627,544.34076,26318.54286,,,false,false,,
-,10.63,869.55463,32652.98211,,,false,false,,
-,10.63,1158.72986,11056.81023,,,false,false,,
+,10.63,1146.75049,84707.59495,,,false,false,,
+,10.63,860.59308,42954.86471,,,false,false,,
-,10.631,1122.75281,143345.3455,,,false,false,,
+,10.631,904.67969,21617.39592,,,false,false,,
+,10.631,892.53595,15156.25677,,,false,false,,
-,10.632,880.64551,216612.9783,Plasmenyl-PC P-20:0_20:4,,true,true,false,
+,10.632,620.59821,42730.30819,,,false,false,,
+,10.633,878.66333,109757.8617,,,false,false,,
-,10.634,1182.77527,109405.2579,,,false,false,,
-,10.634,773.5188,16248.11065,,,false,false,,
-,10.634,962.64777,13653.20209,,,false,false,,
+,10.635,1124.76782,171766.0027,,,false,false,,
+,10.636,712.58942,37291.14001,,,false,false,,
+,10.637,1106.75769,23432.13987,,,false,false,,
+,10.638,904.62097,99087.17459,,,false,false,,
-,10.639,936.67273,33051.70025,,,false,false,,
-,10.641,684.5722,14388.24683,,,false,false,,
-,10.645,639.52216,20508.19297,,,false,false,,
-,10.645,894.66803,9384.063879,,,false,false,,
-,10.646,648.59528,21991.51644,,,false,false,,
+,10.646,718.53894,107413.0289,,,false,false,,
-,10.648,708.61688,107252.7822,Cer[AS] d41:2,,false,false,false,
+,10.648,563.50427,11097.25521,,,false,false,,
-,10.65,956.65845,18563.12074,,,false,false,,
+,10.65,798.54669,84010.10202,,,false,false,,
+,10.65,619.47009,41642.51081,,,false,false,,
-,10.651,890.70789,34154.3774,,,false,false,,
-,10.653,1015.66693,37846.15063,,,false,false,,
-,10.653,910.55103,18890.68534,,,false,false,,
-,10.654,857.67822,1572313.001,SM d41:2,,true,true,true,
-,10.654,939.68188,202435.48,,,false,false,,
-,10.654,1021.68439,26929.78608,,,false,false,,
-,10.654,1016.57861,14146.22481,,,false,false,,
+,10.654,799.67078,3620383.95,SM d41:2,,true,false,false,
+,10.654,603.49658,42566.94596,,,false,false,,
-,10.655,834.56671,83411.50713,,,false,false,,
+,10.655,736.66925,44836.75895,,,false,false,,
+,10.656,792.52551,21968.53568,,,false,false,,
-,10.657,783.63959,76509.59696,,,false,false,,
-,10.657,1097.66797,11109.02471,,,false,false,,
+,10.657,754.57526,1236523.917,PE O-38:3,,true,true,false,
-,10.658,850.53882,15515.65961,,,false,false,,
+,10.659,776.55975,119605.1129,,,false,false,,
-,10.662,783.51868,8621.717443,,,false,false,,
+,10.662,522.59772,931965.8535,,,false,false,,
+,10.665,629.5127,66052.06176,,,false,false,,
+,10.665,806.5722,14869.64718,,,false,false,,
+,10.665,593.54999,12666.0598,,,false,false,,
-,10.666,732.55682,194050.5453,PE-NMe 34:0,,false,false,false,
-,10.667,916.56567,22860.39832,,,false,false,,
+,10.667,746.60687,941353.6815,Plasmanyl-PC O-34:1,,true,false,false,
-,10.67,640.62604,23055.47504,,,false,false,,
-,10.67,705.50513,18497.02297,,,false,false,,
+,10.67,707.50238,426523.6265,,,false,false,,
+,10.67,691.52826,388455.4793,,,false,false,,
-,10.671,727.54974,535202.3365,,,true,false,,
+,10.671,686.57281,905077.3434,,,true,false,,
+,10.671,645.48645,97248.47847,,,false,false,,
+,10.671,341.30481,85819.47225,,,false,false,,
+,10.672,898.70056,337997.1714,,,false,false,,
-,10.673,782.57251,71025.59182,,,false,false,,
-,10.673,703.51019,60168.93917,,,false,false,,
-,10.673,874.60852,39783.24025,,,false,false,,
+,10.673,938.61682,25149.02318,,,false,false,,
-,10.674,910.65326,28664.30523,,,false,false,,
+,10.674,589.51892,67330.35941,,,false,false,,
-,10.675,665.53815,70461.68372,,,false,false,,
-,10.675,854.63184,12049.56933,,,false,false,,
+,10.675,878.60443,468973.5325,,,false,false,,
-,10.677,898.65625,1885387.501,PC 40:3,,true,true,true,
-,10.677,998.62543,17237.93569,,,false,false,,
-,10.677,1572.19739,5796.30963,,,false,false,,
+,10.677,840.64819,5772558.229,PC 40:3,,true,true,false,
+,10.677,862.63092,617283.658,,,true,false,,
-,10.678,980.65887,203340.7458,,,false,false,,
-,10.678,1056.64551,33193.14939,,,false,false,,
+,10.679,851.63269,146207.151,,,false,false,,
+,10.679,624.55676,95121.13082,,,false,false,,
-,10.681,1074.61499,14151.01131,,,false,false,,
+,10.681,852.64777,84261.76808,,,false,false,,
-,10.682,409.40558,44711.74001,,,false,false,,
-,10.682,1062.66406,29725.84731,,,false,false,,
+,10.682,735.57391,164129.0005,,,false,false,,
+,10.682,944.63147,18659.28618,,,false,false,,
+,10.683,776.61621,845907.3014,,,true,false,,
-,10.685,916.62787,40481.7814,,,false,false,,
-,10.686,1044.64587,7972.894499,,,false,false,,
+,10.686,828.64856,2039775.323,PC 39:2,,true,true,false,
-,10.688,969.66315,26822.76652,,,false,false,,
+,10.689,848.6153,235367.5767,,,false,false,,
-,10.69,886.65649,699608.2554,,,true,false,,
+,10.69,906.6217,54057.60691,,,false,false,,
+,10.692,768.59131,217344.4685,,,false,false,,
+,10.693,931.63751,15295.26322,,,false,false,,
+,10.694,876.60223,11439.60973,,,false,false,,
+,10.694,882.56134,8366.81995,,,false,false,,
+,10.695,886.70264,119868.1106,,,false,false,,
+,10.696,677.58337,30599.53495,,,false,false,,
-,10.698,994.63416,31149.72454,,,false,false,,
+,10.698,866.60236,139308.4305,,,false,false,,
-,10.699,912.63135,121959.3808,,,false,false,,
+,10.699,624.59314,18072.32256,,,false,false,,
-,10.7,968.65973,78161.85717,,,false,false,,
+,10.7,794.60474,663069.8509,PC O-38:4,,false,false,false,
-,10.701,682.6012,71552.87774,,,false,false,,
-,10.704,830.63074,1217435.512,Plasmanyl-PC O-36:2,,true,true,true,
-,10.704,756.55621,8445.152189,,,false,false,,
+,10.704,772.62134,4670459.522,Plasmanyl-PC O-36:2,,true,false,false,
-,10.705,1050.66516,7528.602059,,,false,false,,
+,10.705,750.55774,15880.58953,,,false,false,,
-,10.707,988.61829,29032.4249,,,false,false,,
+,10.71,1175.82141,29408.16479,,,false,false,,
+,10.71,900.60028,48658.65667,,,false,false,,
-,10.715,1040.61853,11723.16656,,,false,false,,
+,10.716,762.67987,13405.24384,,,false,false,,
-,10.717,958.61737,54852.58394,,,false,false,,
-,10.717,1494.9425,9445.316203,,,false,false,,
+,10.717,825.69165,150943.4514,SM d43:3,,false,false,false,
-,10.718,659.52789,60239.78151,,,false,false,,
-,10.718,1024.64722,59573.98535,,,false,false,,
+,10.718,802.63287,8770341.971,PC 18:1_19:0,,true,true,false,
-,10.719,902.59497,14198.71801,,,false,false,,
+,10.719,552.6087,118164.8834,,,false,false,,
-,10.72,883.69928,73589.9566,,,false,false,,
+,10.721,1150.78381,152529.8556,,,false,false,,
-,10.722,1173.80322,97432.37749,,,false,false,,
-,10.722,1018.62878,63787.03348,,,false,false,,
-,10.723,1106.65088,8981.086528,,,false,false,,
+,10.723,824.61646,1277185.118,,,true,false,,
+,10.723,822.60052,609113.0541,,,false,false,,
-,10.724,902.59387,13633.51756,,,false,false,,
-,10.725,860.64063,2711205.708,PC 18:1_19:0,,true,true,true,
-,10.726,942.64362,383265.9404,,,false,false,,
-,10.726,1100.63062,23805.79991,,,false,false,,
-,10.728,1148.76904,141694.1817,,,false,false,,
-,10.728,1208.78967,122696.5264,,,false,false,,
-,10.728,685.54285,66550.74338,,,false,false,,
-,10.729,1147.78479,61922.93538,,,false,false,,
+,10.73,840.58862,505209.7444,,,false,false,,
-,10.733,1182.63342,3472.284788,,,false,false,,
+,10.733,550.59259,250797.5163,,,false,false,,
+,10.733,1023.28607,147969.4914,,,false,false,,
+,10.734,645.54608,108392.7441,,,false,false,,
+,10.735,982.25867,231623.81,,,false,false,,
+,10.735,556.34021,30811.64173,,,false,false,,
-,10.737,737.59589,73352.51308,,,false,false,,
-,10.738,852.61658,6305.41659,,,false,false,,
+,10.738,646.54974,40191.71315,,,false,false,,
+,10.739,685.50476,27435.69847,,,false,false,,
+,10.739,970.71582,17293.63742,,,false,false,,
-,10.74,614.52954,7057.150608,,,false,false,,
-,10.742,836.62024,175649.7074,,,false,false,,
-,10.746,1079.74744,9096.302713,,,false,false,,
+,10.747,646.61426,66295.43468,,,false,false,,
+,10.749,756.63617,39166.33251,,,false,false,,
-,10.75,918.62341,39915.17915,,,false,false,,
+,10.75,574.55652,13603.62045,,,false,false,,
-,10.751,1243.8042,23258.12057,,,false,false,,
-,10.754,602.52899,28997.1026,,,false,false,,
-,10.755,974.68701,263682.7963,PC 22:6_24:1,,false,false,true,
-,10.755,784.63312,62472.14263,,,false,false,,
-,10.755,1356.80164,25557.89769,,,false,false,,
+,10.755,508.50919,24982.35378,,,false,false,,
-,10.756,1168.75037,276715.0603,,,false,false,,
-,10.756,1230.74646,26656.66529,,,false,false,,
-,10.756,1296.77698,16268.31189,,,false,false,,
-,10.757,1274.79736,278761.136,,,false,false,,
-,10.757,1290.76843,102053.8262,,,false,false,,
-,10.757,944.59961,65598.56344,,,false,false,,
+,10.757,1172.74426,382101.347,,,false,false,,
+,10.757,954.72467,72179.80622,,,false,false,,
+,10.757,768.63641,23771.36884,,,false,false,,
-,10.758,1214.77722,95719.21171,,,false,false,,
-,10.758,1372.77112,20851.03079,,,false,false,,
+,10.758,1116.77783,527186.9007,,,false,false,,
+,10.758,648.62964,124425.164,,,false,false,,
-,10.759,1132.77393,1477535.089,,,true,false,,
-,10.759,1192.79517,2286036.298,,,true,false,,
+,10.759,1134.78809,2685338.242,,,true,false,,
+,10.759,972.73566,130914.4203,,,false,false,,
-,10.76,590.55249,23105.322,,,false,false,,
-,10.76,1066.66809,18190.05853,,,false,false,,
-,10.76,1072.68164,9877.455883,,,false,false,,
+,10.76,916.67981,916599.9999,PC 22:6_24:1,,false,false,false,
+,10.76,630.6192,580430.9451,Cer[NS] d42:2,,true,true,false,
-,10.761,529.46362,3280074.425,,,true,false,,
+,10.761,1156.77026,1328324.248,,,true,false,,
-,10.762,706.53015,6637.33604,,,false,false,,
+,10.762,954.63879,40809.1762,,,false,false,,
+,10.764,688.5882,445762.8087,DG 18:1_22:4,,false,false,false,
+,10.764,671.5625,87747.92151,,,false,false,,
+,10.765,641.58734,106692.1112,,,false,false,,
+,10.766,804.58899,321965.7487,,,false,false,,
+,10.766,820.55542,62609.36474,,,false,false,,
+,10.766,548.5047,54844.04403,,,false,false,,
+,10.766,313.2735,52503.85807,,,false,false,,
-,10.767,626.57385,159575.7483,,,false,false,,
-,10.767,566.55219,65189.88444,Cer[NS] d18:0_18:0,,false,false,false,
-,10.767,990.68158,96965.71019,,,false,false,,
-,10.767,1026.6012,15829.242,,,false,false,,
+,10.767,693.54449,197179.6645,,,false,false,,
-,10.768,938.58496,51096.07037,,,false,false,,
-,10.768,956.55457,10856.85141,,,false,false,,
-,10.769,780.59326,2813852.641,Plasmanyl-PE O-18:0_22:4,,true,false,false,
-,10.769,1020.5871,25674.09281,,,false,false,,
+,10.769,782.60657,3456512.866,,,true,false,,
+,10.769,872.64978,592355.7008,,,false,false,,
+,10.769,709.5174,184043.9573,,,false,false,,
+,10.769,799.54883,17561.89607,,,false,false,,
-,10.77,862.59619,278378.9665,,,true,false,,
+,10.77,988.72998,30486.20107,,,false,false,,
-,10.771,908.67694,1107430.408,Plasmanyl-PC O-20:0_22:5,,true,true,true,
-,10.772,986.71753,36352.86629,,,false,false,,
+,10.773,568.56702,59287.81193,,,false,false,,
+,10.775,850.66901,4168617.36,Plasmanyl-PC O-20:0_22:5,,true,true,false,
-,10.776,723.53693,21031.57702,,,false,false,,
-,10.776,705.52576,14757.30658,,,false,false,,
+,10.776,976.74646,16439.51438,,,false,false,,
-,10.777,1000.70093,9495.744129,,,false,false,,
+,10.777,908.72247,195151.6287,,,false,false,,
+,10.777,940.67529,55366.47575,,,false,false,,
+,10.777,528.30908,48148.5003,,,false,false,,
